ORDER_ID,ORDER_LINE_ID,ORDER_DATE,CUSTOMER_ID,PRODUCT_ID,STORE_ID,QTY,UNIT_PRICE,DISCOUNT_PCT,PAYMENT_TYPE,ORDER_STATUS
O9342,1,2026-08-18,C1586,P1076,S036,5,49,15,NETBANKING,PENDING
O9343,2,2026-12-06,C0880,P1038,S004,2,19999,20,CRD,PENDING
O9344,5,2026-04-30,C0525,P1133,S012,5,899,10,,CANCELLED
O9345,4,2026-05-21,C1954,P1090,S041,9,199,15,CARD,PENDING
O9346,3,2024-07-01,C1029,P1032,S046,7,99,,CASH,COMPLETED
O9347,3,2025-10-19,C0913,P1114,S046,8,199,0,NETBANKING,RETURNED
O9348,2,2024-11-04,C1532,P1036,S039,2,19999,20,CARD,COMPLETED
O9349,3,2024-10-06,C1210,P1062,S035,9,2999,10,CASH,PENDING
O9350,3,2026-10-05,C0166,P1150,S018,6,99,,UPI,RETURNED
O9351,3,2026-03-24,C0359,P1093,S022,9,499,15,CASH,CANCELLED
O9352,2,2024-05-21,C0269,P1161,S043,8,49,25,,RETURNED
O9352,1,2025-10-10,C0097,P1033,S006,1,199,0,CARD,PENDING
O9353,3,2025-01-13,C1957,P1143,S004,8,199,20,NETBANKING,PENDING
O9354,1,2025-09-30,C0667,P1164,S039,2,199,,NETBANKING,RETURNED
O9355,2,2024-12-04,C1666,P1184,S016,5,2999,5,NETBANKING,RETURNED
O9355,4,2024-05-24,C1434,P1179,S031,7,4999,0,CASH,PENDING
O9356,4,2024-09-28,C1138,P1130,S009,8,899,15,UPI,RETURNED
O9356,1,2024-04-27,C0832,P1170,S003,4,2999,25,CRD,COMPLETED
O9357,4,2026-04-09,C0077,P1126,S016,9,2999,-5,CRD,PENDING
O9358,3,2024-05-25,C1465,P1037,S012,3,499,5,CARD,PENDING
O9358,3,2024-07-18,C1804,P1052,S044,2,2999,10,,COMPLETED
O9358,1,2024-10-24,C1678,P1053,S022,10,199,15,CASH,PENDING
O9358,4,2026-03-31,C1231,P1100,S013,2,499,,CARD,PENDING
O9358,5,2025-08-12,C1108,P1053,S001,4,1499,0,CASH,CANCELLED
O9359,1,2024-12-26,C1766,P1015,S001,5,899,25,CARD,RETURNED
O9359,1,2026-11-05,C0716,P1132,S024,3,9999,,CARD,CANCELLED
O9359,1,2026-01-18,C0167,P1016,S018,7,4999,0,123,RETURNED
O9360,2,2025-06-16,C1040,P1023,S013,3,499,10,CASH,COMPLETED
O9360,3,2024-01-04,C1113,P1077,S046,9,99,15,CASH,RETURNED
O9360,1,2025-02-17,C0037,P1024,S044,1,2999,25,NETBANKING,PENDING
O9361,5,2024-12-10,C1339,P1176,S029,9,9999,15,CARD,PENDING
O9361,3,2025-11-17,C1204,P1128,S020,1,19999,,NETBANKING,PENDING
O9361,2,2025-07-10,C1942,P1135,S006,8,199,25,CARD,PENDING
O9362,4,2025-04-04,C0002,P1087,S022,10,499,10,NETBANKING,PENDING
O9363,1,2025-11-06,C0647,P1118,S019,6,99,20,CARD,COMPLETED
O9363,5,2025-12-08,C1738,P1011,S004,1,49,15,NETBANKING,CANCELLED
O9364,1,2025-11-08,C0627,P1010,S032,2,19999,,123,RETURNED
O9364,4,2025-02-22,C1156,P1001,S002,5,49,0,CASH,CANCELLED
O9364,2,2026-02-07,C0774,P1144,S049,9,9999,15,NETBANKING,COMPLETED
O9364,2,2024-11-09,C1275,P1159,S027,3,9999,0,UPI,RETURNED
O9365,3,2025-07-28,C1221,P1198,S038,3,1499,25,CRD,RETURNED
O9365,2,2026-05-12,C1747,P1053,S043,5,4999,15,CARD,PENDING
O9365,4,2026-05-21,C1882,P1149,S015,4,99,25,NETBANKING,RETURNED
O9365,3,2025-06-18,C1624,P1140,S029,2,4999,25,CARD,RETURNED
O9365,1,2026-05-25,C1742,P1193,S029,8,4999,10,CARD,COMPLETED
O9366,3,2026-08-21,C1540,P1146,S035,1,499,20,UPI,COMPLETED
O9367,3,2026-03-17,C1786,P1134,S028,8,9999,10,CARD,CANCELLED
O9367,4,2026-12-30,C0553,P1112,S038,3,49,10,CARD,COMPLETED
O9368,1,2026-07-12,C0693,P1111,S018,8,19999,10,NETBANKING,PENDING
O9369,3,2025-03-17,C1381,P1089,S012,8,19999,25,NETBANKING,RETURNED
O9370,5,2024-09-07,C1674,P1040,S045,6,2999,15,CARD,COMPLETED
O9371,4,2024-04-29,C0533,P1001,S048,5,499,25,UPI,PENDING
O9372,2,2026-05-04,C0794,P1126,S030,5,99,10,NETBANKING,RETURNED
O9373,5,2024-11-12,C1865,P1118,S042,9,499,,UPI,PENDING
O9374,4,2025-09-14,C0627,P1039,S032,4,2999,20,UPI,PENDING
O9375,1,2025-07-11,C1640,P1020,S021,9,899,25,CARD,PENDING
O9375,3,2026-02-25,C0429,P1068,S040,8,499,5,CASH,CANCELLED
O9375,5,2025-12-31,C1134,P1057,S018,8,49,5,CASH,RETURNED
O9376,1,2024-01-13,C1566,P1003,S008,8,19999,15,CASH,RETURNED
O9377,1,2025-08-08,C0076,P1184,S018,8,499,25,,RETURNED
O9378,1,2026-11-26,C0837,P1104,S046,3,9999,0,NETBANKING,PENDING
O9378,3,2025-04-13,C0541,P1178,S039,8,2999,20,NETBANKING,COMPLETED
O9379,3,2024-07-28,C0415,P1041,S006,9,2999,25,CARD,RETURNED
O9379,5,2026-08-07,C0834,P1139,S024,7,2999,10,CARD,COMPLETED
O9379,5,2024-11-06,C0125,P1115,S014,5,1499,15,CASH,RETURNED
O9379,2,2026-02-09,C0096,P1054,S010,2,499,0,CARD,RETURNED
O9380,4,2026-07-03,C1782,P1036,S048,8,99,25,NETBANKING,RETURNED
O9380,2,2025-04-22,C1701,P1098,S006,5,1499,5,CASH,RETURNED
O9380,4,2024-01-16,C1977,P1001,S014,7,899,20,CASH,PENDING
O9380,2,2025-07-06,C0766,P1033,S044,10,1499,25,NETBANKING,COMPLETED
O9381,4,2025-10-18,C0982,P1149,S012,5,19999,,NETBANKING,RETURNED
O9381,4,2025-10-15,C1978,P1182,S014,10,9999,0,CARD,PENDING
O9382,4,2024-01-31,C1331,P1092,S014,9,2999,20,CARD,PENDING
O9382,5,2025-11-04,C0291,P1144,S008,8,9999,0,UPI,CANCELLED
O9382,1,2024-01-01,C1795,P1042,S015,7,499,-5,,PENDING
O9383,2,2026-04-03,C0183,P1130,S043,2,1499,0,CARD,CANCELLED
O9384,4,2026-09-07,C0457,P1151,S027,6,899,5,NETBANKING,CANCELLED
O9384,3,2025-02-21,C1179,P1166,S027,1,9999,15,CARD,CANCELLED
O9384,5,2025-10-21,C1935,P1119,S005,2,9999,25,CASH,COMPLETED
O9385,3,2025-02-18,C0860,P1143,S001,8,199,0,UPI,COMPLETED
O9386,3,2025-06-28,C0768,P1016,S026,3,99,25,CASH,RETURNED
O9387,1,2026-09-06,C1210,P1179,S042,10,99,5,NETBANKING,CANCELLED
O9388,2,2025-08-12,C1878,P1093,S036,3,499,20,,COMPLETED
O9388,3,2024-10-18,C1050,P1068,S011,6,9999,,CARD,RETURNED
O9389,4,2025-02-25,C1125,P1060,S045,1,199,25,CASH,RETURNED
O9389,2,2024-10-24,C0692,P1060,S017,3,19999,NA,CASH,COMPLETED
O9389,5,2025-11-18,C1756,P1132,S017,1,499,15,CASH,PENDING
O9389,3,2026-11-25,C0981,P1103,S021,2,2999,25,CARD,CANCELLED
O9390,2,2025-09-20,C1245,P1077,S018,2,9999,25,UPI,PENDING
O9390,5,2024-06-15,C0889,P1063,S002,1,199,,CASH,RETURNED
O9391,4,2025-01-17,C1751,P1140,S050,3,199,5,UPI,CANCELLED
O9391,5,2026-12-17,C0531,P1102,S016,9,1499,25,123,PENDING
O9392,1,2026-06-11,C0581,P1143,S032,6,9999,5,NETBANKING,COMPLETED
O9392,2,2025-02-17,C1404,P1124,S010,10,19999,5,NETBANKING,PENDING
O9393,3,2026-09-10,C1408,P1193,S033,9,49,5,CASH,COMPLETED
O9393,2,2026-06-21,C1080,P1160,S042,4,199,,CASH,PENDING
O9394,3,2025-01-18,C1707,P1110,S044,9,1499,0,CARD,PENDING
O9395,1,2024-07-31,C0052,P1187,S047,3,499,25,UPI,CANCELLED
O9396,1,2026-12-06,C1423,P1070,S031,7,19999,,CARD,RETURNED
O9397,1,2024-04-13,C1801,P1024,S045,3,99,25,UPI,RETURNED
O9398,3,2025-09-29,C0689,P1123,S003,10,199,20,CASH,RETURNED
O9398,1,2024-11-01,C1272,P1093,S017,5,899,0,UPI,PENDING
O9398,5,2026-10-20,C1946,P1151,S001,10,19999,5,CARD,COMPLETED
O9398,4,2026-05-04,C1201,P1133,S018,1,9999,20,123,COMPLETED
O9398,4,2024-10-31,C1646,P1021,S028,8,2999,10,CARD,PENDING
O9398,3,2026-10-02,C1392,P1019,S034,2,2999,0,CRD,RETURNED
O9398,3,2024-07-31,C0413,P1113,S040,5,19999,0,CASH,COMPLETED
O9398,2,2026-08-07,C1267,P1068,S003,6,49,,NETBANKING,PENDING
O9398,5,2026-01-29,C1329,P1061,S002,8,4999,0,CRD,COMPLETED
O9398,1,2026-09-21,C0679,P1141,S017,1,1499,5,NETBANKING,RETURNED
O9398,3,2024-06-22,C0133,P1053,S006,7,9999,5,,PENDING
O9398,2,2026-10-23,C0720,P1180,S030,4,49,20,NETBANKING,RETURNED
O9399,2,2025-07-12,C0752,P1188,S031,3,1499,0,NETBANKING,RETURNED
O9400,3,2026-11-07,C1558,P1113,S011,7,2999,0,CARD,PENDING
O9400,2,2026-05-06,C0511,P1159,S007,10,99,NA,NETBANKING,RETURNED
O9400,1,2025-12-22,C1813,P1119,S024,4,2999,15,NETBANKING,COMPLETED
O9400,5,2026-05-30,C0191,P1008,S044,7,9999,20,NETBANKING,RETURNED
O9401,1,2026-01-26,C1110,P1045,S046,7,19999,25,UPI,COMPLETED
O9401,3,2024-10-26,C1519,P1037,S038,1,19999,15,CARD,RETURNED
O9402,5,2025-03-05,C1405,P1156,S023,10,9999,0,CARD,PENDING
O9403,3,2024-09-28,C1847,P1004,S015,1,1499,,CASH,RETURNED
O9403,5,2026-03-04,C1254,P1015,S047,4,4999,10,CASH,RETURNED
O9404,2,2024-01-15,C0457,P1147,S017,7,1499,20,,PENDING
O9404,1,2025-02-20,C0449,P1162,S048,9,499,10,UPI,RETURNED
O9405,3,2025-05-16,C1370,P1119,S035,6,9999,0,CARD,RETURNED
O9406,3,2025-09-17,C0948,P1001,S012,5,199,25,CASH,COMPLETED
O9406,1,2024-05-07,C0959,P1178,S003,5,19999,0,123,RETURNED
O9407,2,2026-05-12,C0865,P1023,S025,8,199,0,CASH,PENDING
O9408,2,2025-07-08,C0996,P1160,S050,10,4999,5,CASH,RETURNED
O9408,5,2024-01-22,C1162,P1150,S037,9,49,,UPI,RETURNED
O9409,1,2024-07-26,C1411,P1031,S023,2,19999,,UPI,COMPLETED
O9409,2,2024-02-18,C0764,P1158,S047,6,49,15,,RETURNED
O9409,2,2026-06-12,C0284,P1172,S034,1,2999,15,CARD,RETURNED
O9410,3,2024-09-19,C1652,P1102,S047,9,49,25,CASH,COMPLETED
O9410,1,2026-10-09,C0230,P1092,S042,9,4999,15,CASH,COMPLETED
O9410,1,2025-03-09,C1589,P1063,S020,6,499,,CARD,COMPLETED
O9411,4,2025-07-19,C0296,P1161,S029,9,1499,10,CASH,RETURNED
O9411,2,2026-05-22,C1340,P1138,S025,3,2999,25,CARD,PENDING
O9412,1,2025-05-15,C1003,P1058,S012,10,9999,5,CASH,RETURNED
O9412,2,2026-10-05,C0346,P1049,S046,9,899,10,CARD,RETURNED
O9412,1,2026-04-12,C1757,P1192,S049,8,2999,0,UPI,COMPLETED
O9412,3,2024-05-11,C1769,P1105,S020,1,199,15,UPI,COMPLETED
O9412,3,2025-06-04,C1023,P1038,S021,5,99,,CARD,COMPLETED
O9413,1,2025-07-24,C1141,P1145,S050,1,9999,0,CRD,PENDING
O9413,4,2025-11-09,C1329,P1178,S021,7,99,0,CASH,CANCELLED
O9413,2,2024-05-07,C0073,P1045,S031,5,899,15,UPI,RETURNED
O9413,2,2024-10-01,C1365,P1109,S040,8,199,,UPI,CANCELLED
O9413,3,2026-05-05,C0812,P1135,S008,4,9999,15,UPI,COMPLETED
O9413,1,2024-03-18,C1296,P1101,S038,8,9999,5,UPI,PENDING
O9413,5,2024-11-03,C0990,P1163,S031,5,4999,25,CASH,CANCELLED
O9414,1,2024-12-24,C0474,P1123,S013,8,9999,,NETBANKING,PENDING
O9414,4,2025-10-13,C0381,P1127,S004,3,49,5,NETBANKING,PENDING
O9414,5,2025-09-08,C1794,P1024,S043,3,49,25,UPI,CANCELLED
O9415,5,2026-04-15,C1534,P1075,S018,7,2999,10,CASH,COMPLETED
O9415,2,2024-09-26,C0450,P1074,S020,5,19999,5,UPI,PENDING
O9416,2,2026-12-05,C0034,P1023,S007,2,499,10,NETBANKING,RETURNED
O9416,5,2025-04-21,C1384,P1095,S050,8,2999,0,CARD,COMPLETED
O9416,4,2026-12-18,C1520,P1085,S038,10,2999,,CARD,RETURNED
O9417,3,2024-04-27,C0053,P1161,S002,6,49,10,,COMPLETED
O9417,3,2024-08-05,C0104,P1122,S016,4,49,5,CARD,COMPLETED
O9418,2,2026-06-12,C1634,P1162,S019,4,899,10,CARD,PENDING
O9418,3,2025-11-19,C1911,P1162,S043,7,99,15,NETBANKING,PENDING
O9419,4,2024-01-14,C1258,P1060,S006,9,4999,5,CASH,CANCELLED
O9420,2,2025-09-03,C1796,P1200,S043,9,99,10,CASH,COMPLETED
O9420,5,2025-10-08,C1310,P1135,S032,8,199,25,UPI,CANCELLED
O9421,1,2026-07-22,C0072,P1129,S041,1,2999,20,CASH,RETURNED
O9422,4,2025-05-30,C1608,P1109,S004,10,499,,CARD,COMPLETED
O9422,1,2025-10-28,C1899,P1075,S012,8,1499,10,CARD,CANCELLED
O9423,5,2025-05-07,C0673,P1123,S041,2,4999,0,UPI,PENDING
O9423,4,2025-09-07,C0244,P1006,S006,7,9999,25,CASH,CANCELLED
O9423,3,2026-04-27,C1420,P1097,S015,5,199,25,CASH,PENDING
O9424,3,2024-10-07,C1261,P1081,S043,5,19999,NA,CASH,PENDING
O9424,3,2025-02-15,C0258,P1156,S006,10,199,,,PENDING
O9424,2,2026-10-16,C1150,P1130,S020,9,199,10,CASH,RETURNED
O9425,2,2024-01-03,C1694,P1095,S034,7,4999,20,CASH,PENDING
O9425,3,2026-04-11,C0217,P1166,S044,2,9999,20,NETBANKING,PENDING
O9426,2,2026-12-02,C1852,P1103,S032,9,19999,20,CRD,COMPLETED
O9426,2,2025-10-08,C1666,P1091,S030,5,899,5,UPI,COMPLETED
O9426,2,2024-05-25,C0967,P1108,S020,5,499,,CARD,CANCELLED
O9426,1,2025-03-15,C0837,P1074,S026,4,49,10,CASH,COMPLETED
O9426,4,2024-08-10,C0298,P1194,S017,4,199,20,UPI,PENDING
O9426,2,2025-12-17,C1782,P1035,S020,7,49,25,CARD,CANCELLED
O9426,2,2026-04-15,C0406,P1111,S039,10,2999,25,UPI,RETURNED
O9427,4,2024-07-30,C0577,P1134,S004,2,499,25,NETBANKING,CANCELLED
O9427,2,2026-10-03,C0906,P1150,S040,3,899,0,CARD,PENDING
O9427,5,2025-12-15,C0767,P1030,S047,10,899,NA,UPI,RETURNED
O9428,3,2024-07-21,C0928,P1182,S024,10,4999,20,CASH,CANCELLED
O9429,3,2026-10-26,C1663,P1190,S050,4,199,,,COMPLETED
O9429,4,2024-11-15,C0363,P1021,S022,8,9999,10,CASH,PENDING
O9430,5,2025-04-09,C0631,P1003,S012,7,1499,15,NETBANKING,CANCELLED
O9430,1,2026-09-15,C1862,P1170,S004,4,19999,25,CRD,CANCELLED
O9430,4,2025-03-20,C1376,P1002,S040,1,499,20,NETBANKING,PENDING
O9431,3,2025-01-12,C0303,P1074,S037,2,49,10,CASH,RETURNED
O9431,3,2026-10-25,C1490,P1069,S043,9,4999,0,CARD,PENDING
O9432,1,2024-03-18,C0600,P1172,S034,8,4999,,CRD,COMPLETED
O9433,1,2025-01-30,C1447,P1107,S038,2,199,0,,RETURNED
O9433,2,2025-11-24,C0155,P1173,S006,9,4999,15,CASH,CANCELLED
O9433,4,2026-07-07,C1166,P1116,S013,6,19999,25,UPI,PENDING
O9433,2,2025-06-27,C1616,P1049,S045,4,1499,0,,COMPLETED
O9433,5,2025-10-06,C1682,P1047,S044,3,499,25,CASH,COMPLETED
O9433,3,2026-10-10,C0439,P1092,S027,9,2999,10,CARD,COMPLETED
O9433,3,2025-05-27,C0950,P1149,S005,3,4999,10,CARD,RETURNED
O9433,3,2025-06-15,C1819,P1150,S008,8,19999,10,CASH,CANCELLED
O9433,2,2024-05-13,C1064,P1138,S018,4,99,15,CRD,RETURNED
O9434,4,2025-08-11,C0593,P1186,S018,4,4999,10,NETBANKING,CANCELLED
O9434,1,2024-05-02,C1903,P1075,S037,7,899,5,CARD,COMPLETED
O9434,2,2024-07-09,C1251,P1087,S028,9,4999,10,,RETURNED
O9435,1,2024-09-18,C1391,P1084,S007,4,99,,CARD,PENDING
O9435,3,2026-02-19,C0470,P1054,S021,5,9999,0,UPI,CANCELLED
O9435,3,2024-06-27,C0587,P1061,S043,3,9999,NA,CARD,CANCELLED
O9435,1,2026-06-21,C1371,P1167,S039,3,49,10,UPI,COMPLETED
O9436,5,2024-08-02,C0742,P1050,S028,7,2999,10,CASH,RETURNED
O9437,3,2026-05-30,C0431,P1043,S019,1,49,0,CARD,RETURNED
O9437,2,2025-08-05,C0706,P1075,S022,9,499,20,NETBANKING,CANCELLED
O9437,5,2024-08-25,C0632,P1144,S046,7,899,10,123,PENDING
O9438,5,2025-07-26,C1074,P1177,S003,6,2999,15,CARD,COMPLETED
O9439,4,2025-04-14,C0717,P1145,S012,7,99,10,UPI,RETURNED
O9439,2,2025-06-27,C1111,P1047,S017,9,1499,15,UPI,CANCELLED
O9440,2,2024-11-06,C0744,P1080,S015,5,1499,10,UPI,CANCELLED
O9440,2,2026-11-23,C0978,P1094,S048,4,899,5,UPI,RETURNED
O9440,2,2025-07-18,C1735,P1047,S007,3,499,10,CASH,RETURNED
O9440,5,2024-06-13,C1473,P1013,S022,10,19999,10,NETBANKING,COMPLETED
O9440,1,2026-02-12,C0997,P1185,S037,10,499,15,UPI,COMPLETED
O9440,1,2025-06-20,C1607,P1056,S014,4,1499,25,CRD,CANCELLED
O9441,3,2024-10-07,C0880,P1178,S045,1,19999,20,CARD,COMPLETED
O9441,3,2026-02-11,C0480,P1149,S039,3,4999,0,CASH,CANCELLED
O9441,4,2026-02-23,C0453,P1187,S033,2,99,10,UPI,COMPLETED
O9442,3,2026-07-04,C0131,P1030,S019,7,899,10,CARD,RETURNED
O9442,1,2024-11-11,C1808,P1093,S003,10,1499,15,UPI,RETURNED
O9443,1,2024-10-21,C1297,P1164,S022,9,899,,NETBANKING,RETURNED
O9443,1,2024-10-12,C0549,P1037,S003,4,1499,10,CASH,PENDING
O9444,3,2026-03-25,C0765,P1102,S018,9,4999,20,NETBANKING,RETURNED
O9444,2,2026-07-29,C1445,P1128,S032,1,4999,15,UPI,COMPLETED
O9444,1,2026-05-11,C1137,P1044,S012,6,9999,20,123,CANCELLED
O9444,1,2025-05-11,C1212,P1072,S046,3,499,25,UPI,PENDING
O9444,3,2024-11-27,C0624,P1011,S033,7,4999,15,CASH,RETURNED
O9444,1,2024-09-25,C1259,P1110,S036,9,1499,25,NETBANKING,COMPLETED
O9445,2,2024-10-11,C0828,P1078,S043,2,19999,0,UPI,PENDING
O9446,4,2026-08-03,C0838,P1164,S043,9,4999,,CASH,PENDING
O9446,3,2026-07-03,C0986,P1001,S047,2,1499,10,,PENDING
O9446,2,2026-02-07,C1386,P1026,S013,6,499,,UPI,COMPLETED
O9447,5,2024-03-20,C0477,P1048,S045,5,499,5,CASH,RETURNED
O9448,1,2025-06-24,C1848,P1190,S035,3,499,5,CARD,COMPLETED
O9449,4,2024-04-22,C0583,P1083,S012,7,4999,0,,CANCELLED
O9449,1,2025-12-14,C0586,P1051,S014,9,1499,20,CASH,PENDING
O9449,1,2024-08-20,C0074,P1004,S034,5,1499,5,NETBANKING,PENDING
O9450,4,2026-02-27,C1011,P1053,S049,7,499,,CARD,RETURNED
O9451,5,2025-02-06,C0582,P1044,S012,5,2999,20,,PENDING
O9452,4,2024-03-03,C1240,P1131,S050,4,19999,20,UPI,PENDING
O9453,2,2024-07-28,C0245,P1109,S026,9,4999,10,UPI,RETURNED
O9453,4,2024-09-15,C1271,P1095,S005,10,99,-5,CRD,RETURNED
O9453,1,2024-03-19,C0581,P1147,S009,8,899,15,UPI,PENDING
O9454,4,2026-07-05,C0650,P1028,S011,3,899,,CARD,CANCELLED
O9454,2,2024-11-30,C0174,P1083,S043,6,9999,10,CASH,RETURNED
O9454,3,2026-03-27,C0199,P1008,S028,4,99,20,CASH,RETURNED
O9454,3,2025-03-02,C0786,P1151,S031,2,1499,0,UPI,COMPLETED
O9455,3,2025-04-03,C0485,P1163,S003,1,9999,,CASH,RETURNED
O9455,2,2024-11-07,C0584,P1009,S005,1,49,15,UPI,COMPLETED
O9455,4,2025-06-06,C0831,P1184,S007,7,9999,15,CARD,RETURNED
O9456,3,2024-02-23,C0683,P1192,S043,2,199,10,UPI,CANCELLED
O9456,5,2025-06-20,C0841,P1149,S010,1,49,5,CARD,CANCELLED
O9456,3,2026-06-09,C0122,P1051,S039,9,2999,,CASH,CANCELLED
O9456,4,2024-10-11,C0932,P1154,S049,4,4999,10,CARD,COMPLETED
O9457,1,2024-02-19,C1876,P1144,S042,6,4999,,CARD,CANCELLED
O9457,3,2024-03-08,C1874,P1152,S048,10,499,-5,CARD,CANCELLED
O9457,2,2025-10-22,C1930,P1010,S039,8,499,,CRD,PENDING
O9457,4,2025-10-11,C1659,P1155,S027,3,899,0,CARD,COMPLETED
O9457,5,2026-05-01,C0505,P1197,S034,6,499,25,UPI,RETURNED
O9457,1,2024-09-11,C1982,P1059,S036,2,49,0,NETBANKING,COMPLETED
O9457,4,2026-06-19,C1643,P1180,S032,8,4999,,CASH,RETURNED
O9457,3,2026-05-16,C0119,P1043,S014,3,99,5,CRD,CANCELLED
O9457,4,2024-10-05,C1661,P1182,S004,9,899,,CRD,COMPLETED
O9458,2,2025-02-18,C1467,P1058,S004,3,99,,UPI,PENDING
O9458,1,2024-05-03,C1489,P1071,S041,8,899,0,CARD,PENDING
O9459,3,2026-06-21,C0253,P1023,S045,5,499,25,CARD,PENDING
O9460,2,2024-04-12,C0919,P1101,S005,7,499,5,,CANCELLED
O9461,5,2026-04-26,C1430,P1095,S047,10,1499,0,UPI,COMPLETED
O9462,1,2025-03-17,C1447,P1016,S044,6,49,15,CASH,RETURNED
O9462,2,2025-11-16,C1880,P1053,S030,2,49,0,UPI,COMPLETED
O9463,4,2025-03-04,C0503,P1092,S023,4,2999,20,CASH,PENDING
O9463,3,2026-05-07,C1075,P1017,S007,10,2999,25,NETBANKING,RETURNED
O9464,3,2025-09-16,C1871,P1102,S017,10,899,20,CASH,CANCELLED
O9464,3,2024-05-05,C1748,P1066,S027,3,9999,15,UPI,COMPLETED
O9464,1,2026-03-23,C0532,P1100,S044,7,199,0,NETBANKING,PENDING
O9464,1,2025-10-22,C0276,P1144,S030,2,9999,20,CARD,CANCELLED
O9464,3,2024-03-18,C0080,P1109,S016,10,99,0,CARD,PENDING
O9464,5,2026-12-09,C0651,P1081,S040,4,199,15,NETBANKING,RETURNED
O9464,5,2025-04-25,C0293,P1195,S021,3,199,10,,PENDING
O9464,2,2024-11-05,C1822,P1026,S040,3,199,5,CARD,COMPLETED
O9464,4,2026-05-21,C1528,P1127,S029,6,49,0,CASH,PENDING
O9465,3,2024-01-19,C1314,P1093,S025,3,2999,10,NETBANKING,COMPLETED
O9465,3,2024-03-07,C1740,P1179,S047,8,19999,20,UPI,PENDING
O9465,1,2025-05-03,C1768,P1009,S044,5,899,20,CARD,COMPLETED
O9466,3,2025-06-24,C0697,P1090,S016,6,99,25,CASH,PENDING
O9466,4,2026-10-14,C1351,P1098,S004,10,499,15,NETBANKING,CANCELLED
O9467,2,2024-01-15,C1252,P1032,S047,1,4999,20,UPI,COMPLETED
O9468,4,2025-07-05,C0050,P1130,S013,1,99,10,CASH,PENDING
O9468,2,2025-11-19,C1453,P1024,S009,5,4999,25,,CANCELLED
O9469,2,2026-11-15,C0606,P1189,S047,9,4999,NA,CASH,CANCELLED
O9469,2,2025-11-14,C1287,P1110,S050,10,1499,,CASH,RETURNED
O9469,2,2024-04-20,C1639,P1154,S033,6,199,20,CASH,CANCELLED
O9469,5,2024-06-10,C0731,P1146,S028,9,1499,0,CASH,PENDING
O9469,3,2024-09-22,C1356,P1062,S016,1,19999,10,CASH,RETURNED
O9469,3,2024-06-22,C1382,P1182,S020,1,49,-5,UPI,PENDING
O9469,4,2025-01-08,C1188,P1016,S004,4,19999,0,CARD,RETURNED
O9469,5,2024-04-07,C0353,P1111,S027,9,49,10,UPI,CANCELLED
O9469,3,2025-10-20,C1897,P1121,S002,7,1499,15,UPI,CANCELLED
O9469,4,2025-07-10,C1816,P1182,S006,5,499,15,,PENDING
O9469,3,2025-09-20,C1449,P1080,S037,2,2999,,NETBANKING,RETURNED
O9470,3,2026-09-08,C1199,P1020,S011,9,19999,10,CARD,PENDING
O9470,3,2024-12-09,C0426,P1064,S011,2,899,20,CARD,COMPLETED
O9470,5,2024-05-30,C1263,P1186,S027,9,899,15,CARD,CANCELLED
O9470,1,2026-05-23,C1080,P1188,S010,5,19999,20,CARD,PENDING
O9471,1,2025-08-31,C1284,P1106,S045,8,4999,25,NETBANKING,RETURNED
O9471,1,2025-10-05,C0486,P1029,S026,4,1499,25,UPI,CANCELLED
O9471,1,2025-06-06,C1974,P1100,S006,3,2999,25,UPI,PENDING
O9471,3,2026-06-19,C0978,P1176,S009,7,19999,20,CASH,COMPLETED
O9472,3,2026-10-18,C0929,P1030,S027,10,19999,10,CARD,PENDING
O9473,3,2026-08-18,C1454,P1009,S016,8,199,15,CARD,PENDING
O9473,4,2025-02-25,C0487,P1138,S020,5,1499,10,CARD,CANCELLED
O9474,3,2024-06-21,C1448,P1094,S021,9,49,10,CARD,PENDING
O9475,2,2026-06-13,C0299,P1119,S030,6,899,5,CARD,RETURNED
O9475,5,2025-01-10,C1339,P1016,S027,3,99,,NETBANKING,PENDING
O9475,1,2025-10-01,C1117,P1187,S008,8,1499,25,NETBANKING,PENDING
O9475,4,2025-05-08,C1607,P1173,S006,9,199,0,NETBANKING,CANCELLED
O9475,5,2026-04-09,C0319,P1131,S021,2,1499,10,CASH,COMPLETED
O9475,2,2025-10-22,C0390,P1008,S025,10,899,10,UPI,RETURNED
O9475,1,2024-11-24,C1406,P1088,S049,7,99,20,CASH,COMPLETED
O9476,2,2024-05-28,C1611,P1200,S048,4,19999,0,NETBANKING,RETURNED
O9476,4,2026-12-05,C0517,P1046,S012,6,99,25,CASH,PENDING
O9476,3,2026-07-30,C0365,P1019,S026,5,9999,-5,,RETURNED
O9477,3,2024-10-28,C1336,P1180,S027,8,199,25,123,COMPLETED
O9477,4,2026-10-04,C1872,P1148,S033,8,899,15,CASH,COMPLETED
O9477,3,2024-03-15,C0075,P1131,S045,4,49,15,,CANCELLED
O9477,1,2026-02-13,C1720,P1096,S009,7,19999,20,NETBANKING,RETURNED
O9477,5,2024-02-19,C1092,P1199,S002,3,199,25,CASH,CANCELLED
O9477,3,2024-03-04,C1980,P1085,S003,1,49,20,CASH,CANCELLED
O9477,4,2026-07-02,C1168,P1105,S033,5,49,20,CASH,CANCELLED
O9477,1,2026-08-02,C1209,P1011,S048,3,49,15,NETBANKING,RETURNED
O9478,2,2025-01-17,C0822,P1075,S029,2,4999,10,CASH,RETURNED
