STORE_ID,STORE_NAME,REGION,CITY,STATE,COUNTRY,OPEN_DATE,STATUS
S3406,Store_3406,NORTH,Indore,DL,India,,
S3407,Store_3407,EAST,,TN,India,,RENOVATION
S3408,Store_3408,,Kochi,MP,India,,RENOVATION
S3409,Store_3409,,Delhi,,India,2024-10-11,CLOSED
S3410,,CENTRAL,,WB,India,2023-03-17,RENOVATION
S3411,Store_3411,SOUTH,,KL,India,2021-10-09,
S3412,Store_3412,,Mumbai,TN,India,,RENOVATION
,Store_3413,WEST,Jaipur,TN,India,,RENOVATION
S3414,,EAST,Mumbai,TS,India,2025-06-18,
S3415,,NORTH,Bengaluru,,India,2022-03-21,CLOSED
S3416,Store_3416,CENTRAL,,KL,,2021-10-25,OPEN
S3417,,NORTH,Kolkata,TN,India,2022-11-12,
S3418,Store_3418,,Hyderabad,DL,,2024-12-03,CLOSED
,Store_3419,,Jaipur,KA,India,2022-12-09,RENOVATION
,Store_3420,CENTRAL,Bengaluru,TS,India,,RENOVATION
S3421,Store_3421,EAST,Delhi,RJ,,,OPEN
,Store_3422,NORTH,Bengaluru,KL,,2024-01-03,RENOVATION
,Store_3423,WEST,,WB,India,2024-04-12,CLOSED
S3424,Store_3424,,Mumbai,MH,India,,CLOSED
S3425,Store_3425,SOUTH,Pune,,,2022-03-09,CLOSED
,Store_3426,NORTH,,MH,India,2024-10-20,CLOSED
S3427,Store_3427,,Kolkata,TS,,2022-06-09,CLOSED
,Store_3428,CENTRAL,Bengaluru,TS,,2023-12-01,CLOSED
,Store_3429,,Delhi,TN,India,2025-08-29,OPEN
S3430,Store_3430,NORTH,Mumbai,,India,,OPEN
S3431,Store_3431,NORTH,Jaipur,MH,,2022-02-11,
,Store_3432,SOUTH,,RJ,India,2022-02-26,RENOVATION
,Store_3433,WEST,Bengaluru,WB,India,2025-11-14,
S3434,,NORTH,Kolkata,,India,2023-02-23,OPEN
S3435,,,Hyderabad,WB,India,2025-06-13,RENOVATION
S3436,Store_3436,WEST,Hyderabad,KA,India,,
S3437,Store_3437,CENTRAL,Mumbai,,India,,CLOSED
S3438,Store_3438,CENTRAL,Kochi,,,2024-10-14,RENOVATION
S3439,Store_3439,,Kolkata,MH,,2023-10-22,OPEN
S3440,Store_3440,,,RJ,India,2025-03-21,OPEN
S3441,,SOUTH,Delhi,,India,2022-02-04,RENOVATION
S3442,Store_3442,CENTRAL,,,India,2024-05-31,CLOSED
S3443,,NORTH,Delhi,,India,2024-11-14,CLOSED
S3444,Store_3444,NORTH,Kochi,,India,2022-06-11,
S3445,Store_3445,,Chennai,TN,,2023-09-09,OPEN
S3446,,EAST,Delhi,TS,,2023-07-26,RENOVATION
S3447,Store_3447,,Kochi,KA,India,2021-03-19,
S3448,,SOUTH,,MH,India,2024-09-24,RENOVATION
S3449,,CENTRAL,Hyderabad,WB,,2024-09-22,RENOVATION
,Store_3450,NORTH,Jaipur,TN,India,2023-12-04,
,Store_3451,NORTH,Mumbai,MP,India,,CLOSED
S3452,Store_3452,SOUTH,,,India,2024-06-23,CLOSED
S3453,Store_3453,EAST,Kochi,,India,,OPEN
S3454,Store_3454,,Jaipur,WB,India,,RENOVATION
S3455,,,Delhi,MH,India,2025-02-14,RENOVATION
S3456,,SOUTH,Hyderabad,KL,India,,RENOVATION
S3457,Store_3457,,,TS,India,2026-01-25,OPEN
S3458,,EAST,Bengaluru,MH,India,,CLOSED
S3459,Store_3459,,Jaipur,,India,2024-11-07,RENOVATION
,Store_3460,,Kochi,WB,India,2025-09-22,CLOSED
S3461,,,Chennai,MP,India,2025-08-06,CLOSED
S3462,,CENTRAL,Bengaluru,,India,2023-01-05,OPEN
S3463,,EAST,,WB,India,2023-10-19,CLOSED
S3464,Store_3464,NORTH,,DL,India,2022-09-16,
S3465,Store_3465,SOUTH,Bengaluru,KA,India,,
S3466,Store_3466,EAST,,RJ,India,2025-04-07,
,Store_3467,NORTH,Kolkata,MH,India,,CLOSED
,Store_3468,WEST,Kolkata,,India,2022-04-24,RENOVATION
S3469,Store_3469,NORTH,Mumbai,,India,,OPEN
S3470,Store_3470,SOUTH,Mumbai,MP,India,,
S3471,Store_3471,EAST,Pune,,,2025-08-20,CLOSED
S3472,Store_3472,CENTRAL,,WB,,2021-11-01,CLOSED
,Store_3473,CENTRAL,Kolkata,MP,,2023-07-14,CLOSED
S3474,,EAST,Chennai,,India,2023-05-11,CLOSED
S3475,Store_3475,EAST,,TS,India,,OPEN
,Store_3476,,Hyderabad,MH,India,2021-09-15,OPEN
,Store_3477,WEST,Jaipur,,India,2023-01-06,RENOVATION
S3478,Store_3478,WEST,Pune,,India,,CLOSED
S3479,Store_3479,SOUTH,,KL,India,2024-11-06,
S3480,Store_3480,CENTRAL,Hyderabad,MP,India,,
S3481,Store_3481,EAST,Kochi,,,2021-05-18,RENOVATION
S3482,Store_3482,CENTRAL,Delhi,DL,,2022-05-19,
S3483,Store_3483,,Bengaluru,,India,2022-06-20,OPEN
,Store_3484,,Jaipur,MP,India,2025-01-08,OPEN
S3485,Store_3485,SOUTH,Indore,,India,2023-08-14,
S3486,Store_3486,,Mumbai,,India,2025-06-01,CLOSED
S3487,,EAST,Hyderabad,MP,,2024-04-21,RENOVATION
S3488,,SOUTH,,KL,India,2025-07-21,RENOVATION
S3489,Store_3489,,Kochi,TS,India,,CLOSED
S3490,,CENTRAL,Bengaluru,,India,2023-04-16,CLOSED
S3491,,CENTRAL,Delhi,,India,2025-08-15,OPEN
S3492,Store_3492,CENTRAL,Bengaluru,,India,,CLOSED
,Store_3493,SOUTH,Mumbai,,India,2024-01-17,RENOVATION
S3494,,,Kochi,KL,India,2023-10-05,OPEN
,Store_3495,EAST,,DL,India,2025-07-27,RENOVATION
,Store_3496,EAST,Indore,,India,2022-03-08,CLOSED
S3497,Store_3497,,Pune,RJ,India,,CLOSED
S3498,,EAST,Bengaluru,TS,,2024-11-01,RENOVATION
S3499,,NORTH,,WB,India,2021-04-03,OPEN
,Store_3500,WEST,Delhi,DL,,2021-11-21,CLOSED
S3501,Store_3501,EAST,,,India,2024-07-02,OPEN
S3502,,WEST,,TS,India,2023-11-18,RENOVATION
S3503,,,Chennai,RJ,India,2022-10-24,OPEN
S3504,,SOUTH,Delhi,KA,India,,RENOVATION
,Store_3505,CENTRAL,Bengaluru,TS,,2022-11-11,OPEN
S3506,Store_3506,EAST,Delhi,,India,2021-03-08,
S3507,Store_3507,,Bengaluru,,India,2025-12-22,RENOVATION
S3508,Store_3508,NORTH,,MP,,2021-12-14,OPEN
,Store_3509,SOUTH,,TN,India,2025-08-08,OPEN
S3510,Store_3510,,Kolkata,DL,India,,OPEN
S3511,,CENTRAL,Mumbai,DL,India,,CLOSED
,,SOUTH,Bengaluru,TN,India,2023-02-19,OPEN
S3513,Store_3513,SOUTH,,KA,India,,OPEN
S3514,,WEST,Kochi,,India,2024-05-21,CLOSED
S3515,,,Indore,KA,India,2022-12-28,CLOSED
S3516,Store_3516,EAST,,,India,2023-11-24,RENOVATION
,Store_3517,,Delhi,KA,India,2024-04-26,OPEN
S3518,,EAST,Kochi,TN,India,2025-10-30,
S3519,Store_3519,NORTH,,KL,India,,RENOVATION
S3520,,,Mumbai,TS,India,2022-10-07,RENOVATION
S3521,,SOUTH,Hyderabad,MP,India,,CLOSED
S3522,Store_3522,EAST,Kochi,,India,2025-03-11,
S3523,Store_3523,,Pune,KL,India,,RENOVATION
S3524,,EAST,,KA,India,2021-06-30,CLOSED
S3525,Store_3525,,Kochi,RJ,India,,RENOVATION
S3526,,WEST,,MH,India,2021-03-06,OPEN
S3527,,EAST,Bengaluru,TS,India,2024-01-14,
S3528,Store_3528,EAST,,KA,,2022-01-06,RENOVATION
S3529,Store_3529,,Chennai,WB,India,,OPEN
,Store_3530,CENTRAL,,TS,India,2021-02-04,CLOSED
S3531,Store_3531,SOUTH,Pune,DL,,2025-12-07,
S3532,Store_3532,EAST,,MP,,2022-03-26,RENOVATION
S3533,Store_3533,,,RJ,India,2024-12-03,OPEN
S3534,Store_3534,NORTH,Indore,MP,India,,
S3535,Store_3535,EAST,Bengaluru,,India,2022-07-26,
,Store_3536,NORTH,,KL,India,2021-05-29,CLOSED
,Store_3537,NORTH,Mumbai,,India,2021-04-16,OPEN
S3538,Store_3538,NORTH,,,India,2023-01-28,CLOSED
S3539,,EAST,Chennai,RJ,India,,CLOSED
S3540,Store_3540,CENTRAL,Kochi,,,2022-04-24,CLOSED
,,SOUTH,Chennai,KL,India,2024-06-22,OPEN
S3542,Store_3542,,Kolkata,,India,2022-12-06,RENOVATION
,Store_3543,SOUTH,Pune,WB,India,2025-06-10,
S3544,,NORTH,Kochi,,India,2021-04-15,RENOVATION
,Store_3545,EAST,Bengaluru,DL,India,,CLOSED
,Store_3546,SOUTH,Chennai,RJ,,2022-07-04,RENOVATION
S3547,,EAST,,RJ,India,2025-04-03,OPEN
S3548,,,Mumbai,TN,India,2022-09-08,CLOSED
,Store_3549,SOUTH,,KL,India,2024-11-02,RENOVATION
S3550,Store_3550,,Indore,MP,India,,CLOSED
S3551,Store_3551,SOUTH,,KL,India,2025-10-01,
,Store_3552,CENTRAL,Kochi,,India,2023-01-24,OPEN
,,EAST,Indore,MP,India,2022-02-04,RENOVATION
S3554,Store_3554,NORTH,,,India,2025-02-16,CLOSED
S3555,Store_3555,CENTRAL,Chennai,,,2023-02-17,RENOVATION
,Store_3556,NORTH,Mumbai,,India,2025-09-27,RENOVATION
S3557,Store_3557,SOUTH,Pune,KL,India,,
S3558,,NORTH,Kolkata,,India,2021-04-11,CLOSED
S3559,Store_3559,,Kolkata,TS,India,2021-11-08,
S3560,Store_3560,,Chennai,MP,India,,RENOVATION
S3561,Store_3561,CENTRAL,Indore,MH,,2025-10-06,
S3562,Store_3562,NORTH,Mumbai,,India,,RENOVATION
S3563,,WEST,Jaipur,TS,India,2024-11-04,
,,SOUTH,Jaipur,MH,India,2022-10-16,OPEN
S3565,Store_3565,,,MH,India,2024-10-07,RENOVATION
,Store_3566,EAST,Chennai,DL,India,2021-10-28,
S3567,Store_3567,SOUTH,Pune,WB,,,RENOVATION
S3568,Store_3568,NORTH,,,India,2025-12-23,CLOSED
,Store_3569,CENTRAL,,MP,India,2026-01-08,OPEN
S3570,,WEST,Delhi,RJ,,2025-03-30,RENOVATION
S3571,,SOUTH,,WB,India,2022-12-26,RENOVATION
,,NORTH,Chennai,RJ,India,2022-01-19,OPEN
S3573,Store_3573,EAST,,KL,,2024-07-22,OPEN
S3574,Store_3574,NORTH,,TS,India,,OPEN
S3575,Store_3575,,Kolkata,KA,India,,CLOSED
S3576,Store_3576,WEST,,KA,India,2022-07-22,
S3577,Store_3577,NORTH,Delhi,,,2025-02-02,OPEN
S3578,Store_3578,NORTH,Indore,,,2021-03-17,CLOSED
,,SOUTH,Chennai,WB,India,2024-02-17,CLOSED
S3580,,SOUTH,,MP,India,2021-03-14,OPEN
S3581,,NORTH,Bengaluru,WB,India,,RENOVATION
S3582,Store_3582,,Chennai,,India,2021-02-25,RENOVATION
,Store_3583,WEST,Pune,MP,India,,OPEN
,Store_3584,,Delhi,DL,India,2022-07-26,CLOSED
S3585,Store_3585,,Chennai,,India,2022-06-01,OPEN
S3586,Store_3586,NORTH,Chennai,TS,,2023-01-02,
S3587,Store_3587,,Bengaluru,DL,India,,OPEN
S3588,Store_3588,WEST,Kolkata,TS,,2023-08-22,
,Store_3589,EAST,Pune,,India,2025-08-18,RENOVATION
,,CENTRAL,Chennai,MH,India,2024-05-11,CLOSED
S3591,Store_3591,,Jaipur,TN,India,,OPEN
S3592,Store_3592,,Bengaluru,MP,,2021-04-30,OPEN
S3593,Store_3593,,Pune,,India,2022-10-08,OPEN
,Store_3594,SOUTH,Bengaluru,TN,India,,OPEN
S3595,,EAST,Mumbai,MP,India,2022-10-24,
S3596,Store_3596,CENTRAL,,MP,India,,RENOVATION
S3597,,SOUTH,Delhi,KA,,2021-11-26,OPEN
S3598,,EAST,Kolkata,KL,,2024-06-26,OPEN
S3599,Store_3599,,Indore,KA,India,,OPEN
S3600,Store_3600,WEST,,MP,India,,RENOVATION
S3601,,NORTH,Delhi,MP,India,2025-08-02,
S3602,Store_3602,WEST,Bengaluru,,India,2025-07-16,
,Store_3603,NORTH,Bengaluru,MH,India,2024-03-09,
S3604,,NORTH,Kochi,MH,India,2024-02-10,
,Store_3605,CENTRAL,,RJ,India,2025-08-23,RENOVATION
S3606,Store_3606,NORTH,,TN,India,2022-01-11,
S3607,Store_3607,WEST,Delhi,,,2022-12-29,CLOSED
S3608,Store_3608,WEST,,TN,India,,RENOVATION
S3609,,SOUTH,Jaipur,TS,India,,OPEN
S3610,,,Chennai,WB,India,2021-12-24,RENOVATION
S3611,,CENTRAL,Kochi,,India,2025-04-28,CLOSED
S3612,,EAST,,WB,India,2022-03-07,RENOVATION
,,SOUTH,Indore,RJ,India,2025-08-09,OPEN
,Store_3614,SOUTH,Chennai,WB,India,2023-09-09,
S3615,,WEST,,WB,India,2024-04-12,CLOSED
S3616,,EAST,Kochi,MP,,2026-01-12,OPEN
S3617,Store_3617,,,MP,India,2021-12-27,RENOVATION
S3618,Store_3618,CENTRAL,Kochi,DL,,,RENOVATION
S3619,Store_3619,EAST,,,India,2024-07-29,OPEN
S3620,Store_3620,CENTRAL,Pune,RJ,,2022-04-12,
S3621,Store_3621,EAST,Chennai,,India,,CLOSED
S3622,Store_3622,NORTH,Indore,TN,,,CLOSED
S3623,Store_3623,,Indore,MH,,2025-07-21,CLOSED
,,EAST,Pune,KA,India,2025-01-28,CLOSED
S3625,,SOUTH,Hyderabad,,India,2022-10-17,RENOVATION
S3626,Store_3626,CENTRAL,Pune,,,2025-04-23,CLOSED
S3627,Store_3627,,Kolkata,,India,2021-10-04,CLOSED
,Store_3628,WEST,Hyderabad,KA,India,,CLOSED
S3629,Store_3629,,,KL,India,2021-06-28,RENOVATION
S3630,Store_3630,WEST,Kolkata,,India,2025-09-14,
S3631,Store_3631,,Bengaluru,WB,India,2021-04-23,
S3632,Store_3632,,Bengaluru,KL,,2024-09-05,OPEN
S3633,,NORTH,,TS,India,2022-01-17,RENOVATION
S3634,Store_3634,,Kolkata,MP,,2025-05-11,OPEN
,Store_3635,EAST,Mumbai,TS,India,2025-09-06,
S3636,,CENTRAL,Hyderabad,,India,2023-03-21,RENOVATION
S3637,Store_3637,SOUTH,Delhi,,,2022-05-14,OPEN
S3638,Store_3638,EAST,Kolkata,,,2025-04-02,CLOSED
S3639,Store_3639,NORTH,Kolkata,TN,,,OPEN
,Store_3640,NORTH,Mumbai,MP,,2023-05-12,CLOSED
,Store_3641,EAST,Jaipur,MH,India,,CLOSED
,Store_3642,,Delhi,TN,India,2022-08-06,RENOVATION
,Store_3643,EAST,Mumbai,DL,India,2023-12-18,
S3644,,CENTRAL,Mumbai,,India,2021-02-28,OPEN
S3645,Store_3645,CENTRAL,Kolkata,WB,India,,
,Store_3646,SOUTH,,DL,India,2025-11-07,CLOSED
S3647,Store_3647,CENTRAL,,MH,India,2024-08-24,
S3648,Store_3648,,Pune,KL,,2022-05-07,OPEN
S3649,,NORTH,,MH,India,2021-11-13,OPEN
S3650,,SOUTH,,KL,India,2023-05-30,RENOVATION
,,SOUTH,Mumbai,MH,India,2022-06-12,RENOVATION
,Store_3652,SOUTH,Kochi,MP,India,2021-09-03,
S3653,,SOUTH,Kochi,,India,2021-06-01,OPEN
S3654,,NORTH,Kochi,,India,2022-06-24,CLOSED
,,CENTRAL,Jaipur,MP,India,2022-11-20,RENOVATION
S3656,Store_3656,WEST,Indore,RJ,India,,
S3657,Store_3657,WEST,Jaipur,,,2021-03-06,RENOVATION
S3658,,NORTH,Mumbai,MH,India,2023-06-05,
S3659,,SOUTH,,MP,India,2022-08-11,OPEN
S3660,Store_3660,,,MP,India,2021-08-29,OPEN
S3661,Store_3661,,Indore,TS,India,2025-08-25,
,Store_3662,WEST,Pune,MH,India,,RENOVATION
,,WEST,Jaipur,DL,India,2025-11-04,OPEN
S3664,Store_3664,SOUTH,Jaipur,,,2023-04-06,CLOSED
S3665,Store_3665,WEST,,TN,,2023-10-21,OPEN
S3666,Store_3666,SOUTH,,,India,2025-09-24,OPEN
S3667,Store_3667,EAST,Pune,MP,,2022-06-08,
S3668,Store_3668,SOUTH,Jaipur,MP,,2025-07-19,
,Store_3669,NORTH,Delhi,RJ,India,2022-02-12,
,Store_3670,SOUTH,Indore,,India,2025-05-02,CLOSED
S3671,Store_3671,,Mumbai,KA,India,2021-12-11,
S3672,Store_3672,WEST,,,India,2023-11-26,RENOVATION
S3673,Store_3673,WEST,Jaipur,,,2025-11-08,OPEN
S3674,Store_3674,,,DL,India,2025-09-29,CLOSED
S3675,,,Pune,TS,India,2023-08-22,OPEN
S3676,Store_3676,WEST,Chennai,MH,,,OPEN
S3677,Store_3677,NORTH,,MP,India,,OPEN
S3678,Store_3678,,Mumbai,RJ,India,2023-12-08,
S3679,Store_3679,,Delhi,,India,2025-06-08,OPEN
S3680,,SOUTH,,MH,India,2022-05-20,RENOVATION
S3681,Store_3681,,Chennai,,India,2023-02-21,RENOVATION
S3682,Store_3682,,Pune,MH,India,2021-04-20,
S3683,Store_3683,,,KL,India,2023-09-26,CLOSED
S3684,,,Hyderabad,KL,India,2025-12-13,RENOVATION
S3685,,WEST,Mumbai,RJ,,2025-11-29,CLOSED
S3686,Store_3686,,Pune,,India,2024-02-15,OPEN
,Store_3687,SOUTH,,TN,India,2025-01-11,RENOVATION
S3688,Store_3688,NORTH,Kochi,KL,,2022-10-03,
S3689,Store_3689,,Jaipur,MP,India,2025-03-05,
S3690,Store_3690,NORTH,Kochi,,India,2023-04-28,
S3691,Store_3691,,Chennai,KA,,2024-08-28,OPEN
S3692,Store_3692,CENTRAL,,TS,India,2021-06-22,
S3693,Store_3693,EAST,,TS,India,2021-06-27,
S3694,Store_3694,NORTH,,,India,2024-11-07,CLOSED
S3695,Store_3695,EAST,Kochi,,India,2023-12-19,
S3696,Store_3696,WEST,,TS,,2024-02-18,CLOSED
S3697,Store_3697,,,WB,India,2025-03-12,OPEN
S3698,Store_3698,,Kochi,WB,India,2021-03-04,
S3699,Store_3699,,,TS,India,2025-05-02,CLOSED
,Store_3700,SOUTH,Bengaluru,KA,,2023-04-20,CLOSED
,Store_3701,CENTRAL,Indore,KL,India,,RENOVATION
S3702,Store_3702,CENTRAL,Mumbai,,India,2021-11-08,
S3703,Store_3703,NORTH,Chennai,,,2023-09-14,OPEN
S3704,Store_3704,SOUTH,,KA,,2025-02-27,CLOSED
S3705,Store_3705,,Delhi,RJ,India,2022-07-09,
S3706,,,Delhi,MH,India,2024-04-23,RENOVATION
S3707,,NORTH,,KA,India,2023-06-20,RENOVATION
S3708,Store_3708,NORTH,Kochi,,India,2021-12-16,
S3709,Store_3709,SOUTH,,KL,,2022-05-04,OPEN
S3710,,CENTRAL,,KA,India,2023-06-28,CLOSED
S3711,Store_3711,CENTRAL,,KA,India,2024-03-25,
S3712,Store_3712,EAST,Bengaluru,,India,2023-11-18,
S3713,,EAST,Hyderabad,KA,,2023-09-20,CLOSED
S3714,,EAST,Kolkata,,India,2026-01-23,CLOSED
S3715,Store_3715,NORTH,Mumbai,KA,India,,
S3716,Store_3716,CENTRAL,,KA,,2023-04-26,CLOSED
,Store_3717,CENTRAL,,DL,India,2024-03-04,RENOVATION
S3718,,,Pune,DL,India,2022-07-24,RENOVATION
S3719,Store_3719,CENTRAL,Pune,,,2024-08-09,OPEN
,Store_3720,SOUTH,Indore,RJ,,2022-05-21,CLOSED
S3721,,,Mumbai,MH,India,2025-01-11,CLOSED
S3722,Store_3722,,,TS,India,2024-05-27,CLOSED
S3723,Store_3723,,Hyderabad,DL,India,2022-12-21,
S3724,,,Bengaluru,TN,India,2024-06-19,CLOSED
S3725,Store_3725,,Kochi,TS,,2021-08-02,CLOSED
S3726,Store_3726,NORTH,,KL,India,,OPEN
S3727,,EAST,Kolkata,TS,India,2024-08-14,
,Store_3728,WEST,,DL,India,2025-01-19,RENOVATION
S3729,Store_3729,NORTH,,MH,,2024-04-01,RENOVATION
S3730,Store_3730,,Kolkata,DL,,2022-05-05,RENOVATION
,Store_3731,SOUTH,Jaipur,TN,,2021-04-26,RENOVATION
S3732,,,Bengaluru,KA,India,2024-05-17,RENOVATION
S3733,Store_3733,NORTH,,,India,2021-11-19,RENOVATION
S3734,Store_3734,NORTH,Delhi,,,2023-01-18,CLOSED
S3735,,SOUTH,Chennai,TS,,2023-06-10,CLOSED
S3736,Store_3736,NORTH,Bengaluru,KA,India,,
S3737,Store_3737,,Jaipur,TS,,2024-01-05,OPEN
S3738,Store_3738,,,MH,India,2024-07-23,OPEN
,Store_3739,,Kolkata,DL,India,2025-08-22,RENOVATION
S3740,Store_3740,,,KL,India,2023-12-08,OPEN
S3741,Store_3741,WEST,,TS,India,,CLOSED
S3742,Store_3742,NORTH,Hyderabad,,,2025-01-24,OPEN
S3743,,,Kochi,KL,India,2025-11-12,RENOVATION
S3744,Store_3744,,Mumbai,,India,2022-07-25,OPEN
S3745,Store_3745,EAST,,,India,2021-06-23,OPEN
S3746,,CENTRAL,Kochi,,India,2025-02-13,CLOSED
S3747,,SOUTH,,MH,India,2022-08-25,CLOSED
S3748,,WEST,Kochi,MP,,2023-10-22,RENOVATION
S3749,,SOUTH,Mumbai,RJ,,2021-02-06,CLOSED
S3750,Store_3750,WEST,Jaipur,,India,2026-01-16,
S3751,Store_3751,,Pune,,India,2023-10-08,OPEN
S3752,Store_3752,EAST,Chennai,,India,,OPEN
S3753,Store_3753,CENTRAL,Kochi,,India,2023-04-04,
S3754,Store_3754,,,WB,India,2024-06-15,RENOVATION
S3755,Store_3755,WEST,,,India,2025-03-11,RENOVATION
S3756,,WEST,Hyderabad,MP,India,2021-05-12,
S3757,Store_3757,,Jaipur,KA,India,,RENOVATION
S3758,Store_3758,WEST,,WB,India,,CLOSED
,Store_3759,CENTRAL,Delhi,TN,India,2022-01-31,
S3760,,CENTRAL,Pune,TS,India,,OPEN
S3761,Store_3761,SOUTH,,WB,India,,OPEN
,Store_3762,NORTH,Chennai,,India,2024-04-04,OPEN
S3763,Store_3763,SOUTH,Hyderabad,,India,,CLOSED
,Store_3764,SOUTH,Delhi,KA,India,2022-08-18,
,Store_3765,EAST,Bengaluru,MP,India,2023-05-20,
S3766,,SOUTH,Pune,KL,India,,CLOSED
,Store_3767,,Kochi,TN,India,2025-04-03,CLOSED
S3768,Store_3768,,Jaipur,KA,India,,RENOVATION
S3769,,NORTH,Mumbai,TN,India,2023-11-12,
S3770,Store_3770,CENTRAL,,WB,,2022-04-21,RENOVATION
S3771,,WEST,Delhi,,India,2023-08-21,OPEN
S3772,Store_3772,,Kochi,MP,India,,OPEN
S3773,Store_3773,EAST,,WB,India,2021-12-20,
,Store_3774,CENTRAL,,MP,India,2023-11-23,OPEN
S3775,Store_3775,EAST,Indore,MH,India,,
S3776,Store_3776,,,KL,India,2023-10-26,CLOSED
S3777,,NORTH,,TN,India,2025-07-24,OPEN
,Store_3778,WEST,Indore,DL,India,,CLOSED
S3779,,SOUTH,Bengaluru,RJ,India,2025-11-24,
S3780,Store_3780,EAST,,MH,,2023-12-02,RENOVATION
S3781,,NORTH,Jaipur,MH,India,2021-10-19,
,Store_3782,EAST,Delhi,TN,India,2023-08-27,
S3783,,SOUTH,Bengaluru,RJ,India,,CLOSED
,,EAST,Chennai,KA,India,2022-12-09,RENOVATION
S3785,Store_3785,EAST,Bengaluru,TS,,,CLOSED
S3786,Store_3786,WEST,Bengaluru,,India,2021-07-02,
S3787,,NORTH,Hyderabad,,India,2025-03-09,RENOVATION
S3788,,CENTRAL,Bengaluru,,India,2022-01-28,OPEN
S3789,,EAST,Delhi,,India,2022-06-04,OPEN
S3790,,SOUTH,Pune,KA,,2025-08-25,OPEN
S3791,Store_3791,WEST,Delhi,,India,,CLOSED
,Store_3792,WEST,,MH,India,2024-04-24,CLOSED
,Store_3793,EAST,Hyderabad,KA,,2025-07-16,RENOVATION
S3794,Store_3794,,Chennai,WB,India,,RENOVATION
,Store_3795,CENTRAL,Chennai,TN,India,,RENOVATION
S3796,Store_3796,,Mumbai,KA,,2024-07-08,OPEN
S3797,Store_3797,,Delhi,MP,India,,CLOSED
S3798,,WEST,Hyderabad,,India,2021-06-17,CLOSED
S3799,Store_3799,,Jaipur,DL,India,2022-04-04,
S3800,Store_3800,SOUTH,Delhi,,India,,OPEN
S3801,,WEST,Indore,TN,India,2025-12-24,
,Store_3802,EAST,Indore,MH,,2025-06-01,OPEN
S3803,Store_3803,SOUTH,,,India,2021-07-01,RENOVATION
S3804,Store_3804,,Jaipur,,India,2021-05-26,CLOSED
S3805,,CENTRAL,Kochi,RJ,,2025-11-01,OPEN
S3806,,CENTRAL,Kolkata,MP,India,2023-03-19,
S3807,Store_3807,,,TS,India,2022-05-24,RENOVATION
S3808,Store_3808,,Kolkata,TN,India,2024-11-27,
S3809,Store_3809,,,MH,India,2025-10-21,CLOSED
S3810,,EAST,Kolkata,WB,India,,RENOVATION
S3811,Store_3811,SOUTH,Chennai,,India,2023-01-18,
,,NORTH,Kochi,TS,India,2024-06-23,RENOVATION
S3813,Store_3813,EAST,,,India,2025-07-15,RENOVATION
S3814,Store_3814,,,TS,India,2023-01-04,CLOSED
S3815,,CENTRAL,Pune,KA,,2024-03-10,OPEN
S3816,Store_3816,NORTH,Indore,,India,2022-07-05,
S3817,Store_3817,SOUTH,Pune,MP,,,RENOVATION
,Store_3818,,Kolkata,KA,India,2023-10-26,RENOVATION
S3819,Store_3819,WEST,,RJ,,2025-08-15,CLOSED
S3820,Store_3820,EAST,Hyderabad,KL,,2024-01-31,
S3821,Store_3821,,Indore,WB,,2025-04-02,CLOSED
S3822,Store_3822,,Mumbai,RJ,India,2025-06-15,
S3823,Store_3823,,Kochi,KL,,2024-01-04,OPEN
S3824,Store_3824,,,KA,India,2025-07-09,OPEN
,Store_3825,NORTH,Indore,MH,India,,RENOVATION
S3826,Store_3826,NORTH,,TS,,2022-04-16,CLOSED
,Store_3827,,Pune,TS,India,2022-11-14,OPEN
,Store_3828,EAST,Delhi,,India,2025-12-04,RENOVATION
S3829,Store_3829,EAST,,,India,2025-02-04,OPEN
,,EAST,Indore,DL,India,2025-11-30,OPEN
S3831,,,Delhi,MH,India,2024-03-28,CLOSED
S3832,Store_3832,NORTH,,WB,India,,CLOSED
,Store_3833,EAST,,RJ,India,2021-03-17,OPEN
S3834,Store_3834,,Pune,TN,,2022-07-14,CLOSED
,Store_3835,CENTRAL,Kochi,TS,India,,RENOVATION
S3836,,,Chennai,RJ,India,2022-09-27,CLOSED
S3837,Store_3837,WEST,Mumbai,,,2021-03-16,RENOVATION
S3838,,EAST,Kolkata,,India,2024-09-15,RENOVATION
,Store_3839,CENTRAL,Kolkata,MP,,2024-10-10,OPEN
S3840,Store_3840,EAST,,TN,,2022-03-24,OPEN
S3841,Store_3841,,Bengaluru,KA,,2023-01-06,CLOSED
S3842,Store_3842,,Chennai,RJ,India,,OPEN
S3843,Store_3843,SOUTH,Delhi,TN,India,,
S3844,,NORTH,Bengaluru,MH,India,2022-05-10,
,Store_3845,,Mumbai,KL,India,2023-10-27,RENOVATION
S3846,,WEST,Indore,WB,,2022-11-09,OPEN
S3847,Store_3847,WEST,,TS,India,,OPEN
S3848,,NORTH,Hyderabad,,India,2021-07-23,CLOSED
S3849,Store_3849,,,KA,India,2021-02-27,RENOVATION
S3850,Store_3850,,Pune,TN,,2024-01-06,OPEN
S3851,Store_3851,,Kochi,MP,India,,OPEN
,Store_3852,NORTH,,TN,India,2024-12-20,CLOSED
S3853,,NORTH,Delhi,MH,India,,RENOVATION
S3854,,CENTRAL,Kochi,,India,2022-12-05,RENOVATION
