PRODUCT_ID,PRODUCT_NAME,CATEGORY,SUBCATEGORY,BRAND,UNIT_PRICE,STATUS,UPDATED_AT
P1014,Accessories_Product_167,Electronics,Accessories,Nike,37703.53,ACTIVE,2023-05-24 13:31:59.286983
P1129,Computers_Product_72,Electronics,Computers,Zen,,ACTIVE,2025-12-13 20:42:20.286983
P1485,Essentials_Product_141,Groceries,Essentials,HP,45262.78,ACTIVE,2024-03-25 22:49:26.286983
P1334,Mobiles_Product_118,Electronics,Mobiles,Nike,27733.6,INACTIVE,2023-02-22 12:31:11.286983
P1019,Fruits_Product_50,Groceries,Fruits,Zen,21295.7,INACTIVE,2023-07-29 15:14:42.286983
P1312,Mobiles_Product_86,Electronics,Mobiles,HP,25050.28,INACTIVE,2024-08-29 00:35:40.286983
P1182,Mobiles_Product_84,Electronics,Mobiles,Logi,42634.06,INACTIVE,2024-01-18 01:46:45.286983
P1354,Mens_Product_75,Clothing,Mens,Levi,15750.41,ACTIVE,2024-08-20 01:01:01.286983
P1266,Mens_Product_179,Clothing,Mens,Nike,14578.39,ACTIVE,2024-04-23 18:12:08.286983
P1021,Womens_Product_20,Clothing,Womens,Zen,30117.96,INACTIVE,2023-07-16 10:23:36.286983
P1175,Accessories_Product_172,Electronics,Accessories,Levi,25550.8,INACTIVE,2025-12-19 19:34:21.286983
P1293,Tables_Product_114,Furniture,Tables,Levi,40144.47,ACTIVE,2025-08-08 19:43:40.286983
P1357,Womens_Product_174,Clothing,Womens,Puma,11772.49,ACTIVE,2025-10-17 07:30:30.286983
P1033,Footwear_Product_44,Clothing,Footwear,Logi,35632.41,INACTIVE,2024-03-11 09:32:11.286983
P1450,Mens_Product_34,Clothing,Mens,Dell,44073.4,ACTIVE,2025-10-11 07:26:20.286983
P1459,Mens_Product_183,Clothing,Mens,HP,1263.85,INACTIVE,2024-04-06 20:05:44.286983
P1120,Computers_Product_68,Electronics,Computers,Ikea,44286.89,ACTIVE,2023-12-31 11:14:17.286983
P1270,Footwear_Product_187,Clothing,Footwear,Puma,41273.52,ACTIVE,2023-11-02 23:14:29.286983
P1215,Essentials_Product_31,Groceries,Essentials,SoundMax,7326.68,ACTIVE,2024-04-28 17:09:31.286983
P1463,Tables_Product_94,Furniture,Tables,HP,45090.26,INACTIVE,2024-12-08 12:43:59.286983
P1252,Footwear_Product_12,Clothing,Footwear,Ikea,2683.08,ACTIVE,2024-05-25 02:53:55.286983
P1138,Chairs_Product_71,Furniture,Chairs,SoundMax,31342.87,INACTIVE,2024-05-21 16:24:11.286983
P1127,Chairs_Product_108,Furniture,Chairs,Logi,28826.33,ACTIVE,2023-05-19 19:16:35.286983
P1204,Computers_Product_165,Electronics,Computers,Dell,23943.39,INACTIVE,2025-11-19 00:15:10.286983
P1354,Computers_Product_50,Electronics,Computers,HP,36662.49,INACTIVE,2023-12-30 07:40:49.286983
P1399,Accessories_Product_56,Electronics,Accessories,Logi,16599.1,INACTIVE,2024-07-03 05:51:15.286983
P1343,Essentials_Product_148,Groceries,Essentials,Nike,642.79,ACTIVE,2023-10-13 02:11:39.286983
P1178,Chairs_Product_148,Furniture,Chairs,Ikea,39945.42,ACTIVE,2025-03-26 09:32:18.286983
P1284,Essentials_Product_171,Groceries,Essentials,Zen,8703.7,ACTIVE,2023-02-23 03:40:15.286983
P1095,Mobiles_Product_140,Electronics,Mobiles,Nike,2298.82,ACTIVE,2023-08-22 17:00:00.286983
P1271,Mens_Product_189,Clothing,Mens,Puma,26562.52,INACTIVE,2024-03-08 23:37:02.286983
P1313,Essentials_Product_43,Groceries,Essentials,Logi,36709.24,ACTIVE,2023-04-18 22:28:29.286983
P1201,Womens_Product_45,Clothing,Womens,Ikea,18647.28,INACTIVE,2024-09-06 07:21:17.286983
P1345,Computers_Product_190,Electronics,Computers,Zen,12979.89,ACTIVE,2024-01-31 17:48:16.286983
P1215,Womens_Product_2,Clothing,Womens,Levi,4013.54,INACTIVE,2023-02-06 22:53:12.286983
P1285,Womens_Product_128,Clothing,Womens,Dell,13641.02,ACTIVE,2023-09-28 07:53:14.286983
P1381,Essentials_Product_161,Groceries,Essentials,Dell,18276.63,INACTIVE,2026-01-05 19:22:23.286983
P1128,Mobiles_Product_62,Electronics,Mobiles,SoundMax,22030.27,INACTIVE,2025-07-27 19:34:07.286983
P1360,Womens_Product_93,Clothing,Womens,Ikea,32149.05,INACTIVE,2023-10-11 22:59:51.286983
P1272,Accessories_Product_81,Electronics,Accessories,Dell,8976.7,ACTIVE,2025-01-23 13:55:45.286983
P1332,Computers_Product_163,Electronics,Computers,SoundMax,38463.96,ACTIVE,2024-03-19 11:15:01.286983
P1087,Accessories_Product_152,Electronics,Accessories,Puma,23907.99,ACTIVE,2023-12-20 04:15:21.286983
P1474,,Groceries,Beverages,Puma,26424.13,INACTIVE,2025-05-06 06:03:25.286983
P1197,Womens_Product_48,Clothing,Womens,HP,38267.47,INACTIVE,2023-05-03 15:01:16.286983
P1462,Womens_Product_166,Clothing,Womens,Logi,49553.59,INACTIVE,2023-03-17 10:42:54.286983
P1123,Beverages_Product_86,Groceries,Beverages,Dell,,BAD_STATUS,2023-08-14 01:49:25.286983
P1339,Beds_Product_121,Furniture,Beds,Zen,19157.95,ACTIVE,2023-04-27 11:46:16.286983
P1130,Womens_Product_1,Clothing,Womens,HP,16971.89,ACTIVE,2025-05-12 10:11:30.286983
P1336,Mens_Product_12,Clothing,Mens,Zen,17290.48,INACTIVE,2023-10-28 03:44:45.286983
P1412,Beverages_Product_189,Groceries,Beverages,SoundMax,45498.0,INACTIVE,2023-08-24 21:44:59.286983
P1464,Beverages_Product_53,Groceries,Beverages,Levi,19185.94,ACTIVE,2025-05-04 23:10:27.286983
P1428,Beverages_Product_96,Groceries,Beverages,Zen,39452.34,ACTIVE,2026-01-22 19:22:05.286983
P1037,,Groceries,Fruits,Nike,4919.76,ACTIVE,2023-11-13 08:32:38.286983
P1498,Mens_Product_142,Clothing,Mens,Ikea,28308.12,INACTIVE,2023-08-14 16:03:35.286983
P1220,Fruits_Product_35,Groceries,Fruits,Levi,40791.8,INACTIVE,2024-11-06 19:13:46.286983
P1286,Footwear_Product_51,Clothing,Footwear,Ikea,,ACTIVE,2025-03-03 18:47:27.286983
P1304,Fruits_Product_12,Groceries,Fruits,Nike,29074.77,ACTIVE,2023-08-24 16:55:41.286983
P1065,Footwear_Product_41,Clothing,Footwear,Ikea,1085.67,ACTIVE,2025-08-22 08:04:38.286983
P1009,Accessories_Product_57,Electronics,Accessories,SoundMax,12560.88,ACTIVE,2023-04-14 04:04:24.286983
P1257,Accessories_Product_183,Electronics,Accessories,Zen,34074.32,INACTIVE,2023-08-23 08:05:02.286983
P1207,Footwear_Product_96,Clothing,Footwear,Logi,31934.98,INACTIVE,2023-07-23 14:06:56.286983
P1179,Tables_Product_86,Furniture,Tables,Levi,11408.12,ACTIVE,2024-04-19 13:40:28.286983
P1385,Essentials_Product_116,Groceries,Essentials,Ikea,39630.79,INACTIVE,2023-05-17 17:55:01.286983
P1426,Tables_Product_72,Furniture,Tables,Puma,45936.09,ACTIVE,2024-01-01 14:22:31.286983
P1458,Beds_Product_124,Furniture,Beds,Ikea,13850.61,ACTIVE,2025-05-31 16:42:18.286983
P1366,Computers_Product_83,Electronics,Computers,Ikea,24377.9,INACTIVE,2024-05-22 10:49:00.286983
P1075,Mobiles_Product_67,Electronics,Mobiles,Ikea,12371.54,INACTIVE,2023-06-22 19:32:20.286983
P1298,Mobiles_Product_19,Electronics,Mobiles,Puma,31885.1,ACTIVE,2024-09-12 01:31:08.286983
P1454,Beds_Product_62,Furniture,###,HP,43498.48,BAD_STATUS,2025-04-17 10:49:29.286983
P1464,Footwear_Product_121,Clothing,Footwear,Puma,,ACTIVE,2023-06-05 23:21:31.286983
P1098,Chairs_Product_133,Furniture,Chairs,Zen,22577.45,INACTIVE,2023-11-19 09:46:49.286983
P1299,Chairs_Product_31,Furniture,Chairs,Puma,11701.15,INACTIVE,2024-06-15 01:42:27.286983
P1366,Beverages_Product_89,Groceries,Beverages,Ikea,36284.31,INACTIVE,2024-11-07 07:52:08.286983
P1215,Mobiles_Product_189,Electronics,Mobiles,Levi,,ACTIVE,2023-03-25 16:15:44.286983
P1189,Tables_Product_157,Furniture,Tables,Dell,36653.55,INACTIVE,2024-08-04 07:31:10.286983
P1211,,Clothing,Womens,Levi,13462.97,ACTIVE,2024-09-29 08:31:04.286983
P1233,Mens_Product_84,Clothing,Mens,HP,10081.04,INACTIVE,2023-05-08 08:17:53.286983
P1487,Accessories_Product_62,Electronics,Accessories,Dell,15485.95,INACTIVE,2025-03-15 00:50:29.286983
P1016,Computers_Product_22,Electronics,Computers,Puma,18410.37,ACTIVE,2023-02-07 21:30:52.286983
P1483,Mens_Product_62,Clothing,Mens,Ikea,9079.69,INACTIVE,2023-12-04 04:34:32.286983
P1295,Footwear_Product_124,Clothing,Footwear,HP,13121.55,INACTIVE,2024-04-19 01:31:20.286983
P1296,Beds_Product_182,Furniture,Beds,Levi,27637.86,ACTIVE,2023-08-09 13:36:27.286983
P1458,Footwear_Product_49,Clothing,Footwear,Levi,48956.95,ACTIVE,2025-11-01 21:01:41.286983
P1459,Computers_Product_10,Electronics,Computers,Puma,21206.7,INACTIVE,2025-08-15 18:09:08.286983
P1495,Tables_Product_72,Furniture,Tables,Logi,24506.82,INACTIVE,2024-01-26 22:42:33.286983
P1460,Footwear_Product_108,Clothing,Footwear,Ikea,16113.2,ACTIVE,2025-09-10 18:14:10.286983
P1452,Mobiles_Product_7,Electronics,Mobiles,HP,24796.55,INACTIVE,2024-02-25 16:52:45.286983
P1268,Footwear_Product_197,Clothing,Footwear,Dell,14944.58,ACTIVE,2024-12-21 23:57:02.286983
P1190,Tables_Product_70,Furniture,Tables,Zen,43963.43,ACTIVE,2025-06-30 00:28:25.286983
P1330,Tables_Product_41,Furniture,Tables,Dell,28798.45,INACTIVE,2023-06-05 13:05:34.286983
P1235,Fruits_Product_43,Groceries,Fruits,Logi,670.69,INACTIVE,2025-03-25 21:46:59.286983
P1251,Womens_Product_132,Clothing,Womens,Logi,4834.47,ACTIVE,2024-10-03 16:35:01.286983
P1147,Footwear_Product_176,Clothing,Footwear,HP,26150.32,ACTIVE,2024-10-08 21:27:12.286983
P1496,Womens_Product_53,Clothing,Womens,Zen,17650.52,ACTIVE,2024-02-08 08:04:40.286983
P1018,Mens_Product_29,Clothing,Mens,Dell,23834.75,INACTIVE,2024-03-19 18:55:05.286983
P1490,Mobiles_Product_131,Electronics,Mobiles,Puma,41998.48,INACTIVE,2024-03-20 11:53:25.286983
P1300,Womens_Product_166,Clothing,Womens,HP,11203.17,INACTIVE,2025-07-26 03:23:09.286983
P1104,Essentials_Product_56,Groceries,Essentials,Ikea,3304.45,INACTIVE,2025-03-27 12:48:58.286983
P1176,Footwear_Product_82,Clothing,Footwear,Zen,24795.74,INACTIVE,2024-04-07 10:16:59.286983
P1012,Beds_Product_15,Furniture,Beds,Ikea,10088.55,BAD_STATUS,2025-07-26 02:18:16.286983
P1066,Computers_Product_42,Electronics,Computers,Ikea,40413.49,INACTIVE,2025-05-28 13:40:03.286983
P1120,Fruits_Product_192,Groceries,Fruits,Dell,825.93,ACTIVE,2023-12-08 04:16:23.286983
P1366,Computers_Product_193,Electronics,Computers,Dell,24132.89,ACTIVE,2023-09-16 10:02:16.286983
P1165,Beverages_Product_72,Groceries,Beverages,Puma,28102.2,ACTIVE,2025-10-09 06:09:40.286983
P1468,Accessories_Product_173,Electronics,Accessories,HP,20641.01,ACTIVE,2025-05-15 18:29:24.286983
P1040,Accessories_Product_123,Electronics,Accessories,Nike,16531.57,INACTIVE,2023-05-06 01:01:55.286983
P1440,Beds_Product_160,Furniture,Beds,Zen,34813.54,INACTIVE,2023-05-12 04:59:07.286983
P1310,Mens_Product_193,Clothing,Mens,Dell,6571.43,INACTIVE,2023-02-28 13:48:28.286983
P1127,Beverages_Product_42,Groceries,Beverages,Dell,818.43,ACTIVE,2025-08-31 00:31:49.286983
P1239,Footwear_Product_53,Clothing,Footwear,Ikea,27971.77,ACTIVE,2025-04-23 20:34:10.286983
P1249,,Furniture,Tables,Zen,28575.2,ACTIVE,2025-12-31 12:10:21.286983
P1498,Footwear_Product_116,Clothing,Footwear,HP,15152.4,ACTIVE,2023-02-14 02:49:14.286983
P1310,Tables_Product_111,Furniture,Tables,Dell,6808.16,INACTIVE,2023-10-21 10:30:06.286983
P1301,Computers_Product_75,Electronics,Computers,Logi,31766.81,INACTIVE,2025-09-19 05:36:39.286983
P1246,Accessories_Product_48,Electronics,Accessories,HP,27301.0,INACTIVE,2026-01-09 16:40:50.286983
P1057,Computers_Product_162,Electronics,Computers,Puma,35404.43,ACTIVE,2024-04-04 08:23:16.286983
P1063,Essentials_Product_116,Groceries,Essentials,Logi,8978.73,INACTIVE,2023-03-20 10:21:27.286983
P1124,Footwear_Product_126,Clothing,Footwear,SoundMax,4697.77,INACTIVE,2024-03-27 00:23:35.286983
P1094,Tables_Product_38,Furniture,Tables,Puma,7406.49,INACTIVE,2023-12-29 11:25:15.286983
P1192,Womens_Product_190,Clothing,Womens,Zen,11109.74,ACTIVE,2024-04-22 14:27:05.286983
P1366,Mobiles_Product_57,Electronics,Mobiles,HP,23455.54,ACTIVE,2025-05-27 04:05:44.286983
P1039,Beverages_Product_65,Groceries,Beverages,Nike,38362.3,INACTIVE,2025-11-18 08:59:06.286983
P1411,Accessories_Product_108,Electronics,Accessories,Nike,27952.76,ACTIVE,2025-03-28 23:00:58.286983
P1156,Tables_Product_94,Furniture,Tables,Dell,93.59,ACTIVE,2025-12-15 01:53:20.286983
P1123,Womens_Product_97,Clothing,Womens,Puma,22031.2,INACTIVE,2023-09-05 12:53:29.286983
P1162,Computers_Product_174,Electronics,Computers,Logi,47291.7,ACTIVE,2024-03-05 23:09:59.286983
P1035,Tables_Product_18,Furniture,Tables,Puma,46349.4,INACTIVE,2024-06-26 15:07:49.286983
P1130,Footwear_Product_163,Clothing,Footwear,Nike,49475.04,ACTIVE,2025-04-16 02:03:15.286983
P1234,Mens_Product_157,Clothing,Mens,Nike,48276.93,ACTIVE,2023-04-15 22:13:49.286983
P1148,Tables_Product_88,Furniture,Tables,Puma,33094.51,INACTIVE,2024-11-30 23:35:38.286983
P1029,Footwear_Product_79,Clothing,Footwear,Ikea,2773.68,INACTIVE,2024-10-28 06:25:29.286983
P1302,Accessories_Product_2,Electronics,Accessories,Levi,,INACTIVE,2024-02-02 02:04:31.286983
P1401,Mens_Product_62,Clothing,Mens,HP,177.81,ACTIVE,2024-02-28 06:28:33.286983
P1338,Accessories_Product_199,Electronics,Accessories,Logi,28601.49,INACTIVE,2023-12-15 11:38:50.286983
P1004,Accessories_Product_82,Electronics,Accessories,SoundMax,8574.26,ACTIVE,2023-07-06 06:03:03.286983
P1251,Womens_Product_11,Clothing,Womens,Zen,33255.73,INACTIVE,2023-10-13 14:10:25.286983
P1428,Accessories_Product_164,Electronics,Accessories,Nike,13520.83,INACTIVE,2024-02-08 12:19:05.286983
P1143,Beds_Product_116,Furniture,Beds,Dell,26749.62,INACTIVE,2025-05-23 11:02:12.286983
P1228,Essentials_Product_19,Groceries,Essentials,HP,8246.93,ACTIVE,2025-03-31 21:10:24.286983
P1400,Computers_Product_50,Electronics,Computers,SoundMax,17606.01,ACTIVE,2023-02-14 23:23:58.286983
P1456,Beds_Product_94,Furniture,Beds,Zen,35560.11,INACTIVE,2025-01-26 08:36:34.286983
P1378,Beds_Product_35,Furniture,Beds,Puma,42540.14,INACTIVE,2024-08-07 23:40:38.286983
P1327,Computers_Product_57,Electronics,Computers,Dell,19696.55,ACTIVE,2024-07-30 04:19:56.286983
P1105,Beds_Product_189,Furniture,Beds,Nike,24235.27,ACTIVE,2023-10-20 16:46:13.286983
P1133,Footwear_Product_161,Clothing,Footwear,Dell,32966.18,INACTIVE,2023-07-06 15:10:51.286983
P1230,Fruits_Product_67,Groceries,Fruits,Levi,34541.8,ACTIVE,2023-06-29 15:53:24.286983
P1272,Essentials_Product_131,Groceries,Essentials,Ikea,37505.73,INACTIVE,2024-03-02 22:24:14.286983
P1234,Fruits_Product_182,Groceries,Fruits,Ikea,,ACTIVE,2023-12-30 13:45:37.286983
P1251,Mens_Product_45,Clothing,Mens,Dell,43304.72,ACTIVE,2024-05-25 05:59:12.286983
P1070,Computers_Product_4,Electronics,Computers,Ikea,19624.48,INACTIVE,2025-06-18 02:47:37.286983
P1197,Mens_Product_90,Clothing,Mens,HP,16291.67,ACTIVE,2025-05-11 07:48:44.286983
P1002,Fruits_Product_24,Groceries,Fruits,Dell,12919.63,ACTIVE,2024-09-05 08:35:47.286983
P1066,Computers_Product_19,Electronics,Computers,Dell,7171.95,INACTIVE,2026-01-28 23:46:57.286983
P1106,Beverages_Product_162,Groceries,Beverages,SoundMax,27431.53,INACTIVE,2024-02-22 21:36:40.286983
P1481,Womens_Product_170,Clothing,Womens,SoundMax,19250.34,INACTIVE,2023-06-16 09:54:32.286983
P1227,Beds_Product_132,Furniture,Beds,Zen,45338.59,ACTIVE,2025-08-26 01:26:52.286983
P1147,Womens_Product_145,Clothing,Womens,Puma,32427.47,ACTIVE,2025-11-02 14:50:23.286983
P1203,Beds_Product_152,Furniture,Beds,Nike,9923.22,ACTIVE,2023-04-23 18:50:19.286983
P1328,Footwear_Product_168,Clothing,Footwear,Nike,9373.17,INACTIVE,2025-01-05 03:11:30.286983
P1237,Computers_Product_56,Electronics,Computers,Ikea,6800.63,INACTIVE,2025-02-04 14:53:48.286983
P1328,Footwear_Product_200,Clothing,Footwear,Ikea,30302.59,ACTIVE,2024-05-24 00:59:18.286983
P1340,Mens_Product_9,Clothing,Mens,Levi,21940.91,INACTIVE,2024-06-20 08:51:29.286983
P1328,Fruits_Product_169,Groceries,Fruits,SoundMax,40892.74,ACTIVE,2023-03-31 13:27:10.286983
P1150,Computers_Product_177,Electronics,Computers,SoundMax,,INACTIVE,2023-10-21 16:25:12.286983
P1167,Computers_Product_107,Electronics,Computers,Nike,13151.28,ACTIVE,2024-05-09 15:15:50.286983
P1271,Chairs_Product_4,Furniture,Chairs,Ikea,20900.18,ACTIVE,2023-02-09 21:11:13.286983
P1444,Essentials_Product_52,Groceries,Essentials,Nike,18378.42,INACTIVE,2025-02-25 23:09:21.286983
P1311,Womens_Product_10,Clothing,Womens,Dell,24299.03,BAD_STATUS,2025-03-05 00:10:28.286983
P1315,Beverages_Product_139,Groceries,Beverages,HP,37833.18,ACTIVE,2023-05-15 06:12:35.286983
P1045,Tables_Product_42,Furniture,Tables,Logi,31193.09,INACTIVE,2023-04-21 08:40:25.286983
P1029,Beds_Product_117,Furniture,Beds,Dell,28747.19,ACTIVE,2025-09-13 03:06:19.286983
P1209,Beverages_Product_27,Groceries,Beverages,Logi,7970.32,ACTIVE,2024-08-15 12:08:40.286983
P1269,Chairs_Product_3,Furniture,Chairs,HP,30101.65,ACTIVE,2024-06-10 06:00:47.286983
P1372,Beverages_Product_151,Groceries,Beverages,Levi,28846.64,INACTIVE,2023-03-25 21:51:47.286983
P1245,Fruits_Product_96,Groceries,Fruits,Levi,40099.03,BAD_STATUS,2023-04-08 09:51:14.286983
P1471,Mens_Product_108,Clothing,Mens,Levi,35888.41,INACTIVE,2023-06-02 17:25:39.286983
P1299,Mens_Product_186,Clothing,Mens,Puma,15928.91,INACTIVE,2024-04-13 23:25:52.286983
P1165,Beds_Product_48,Furniture,Beds,Dell,31681.89,INACTIVE,2023-10-24 23:12:43.286983
P1420,Accessories_Product_37,Electronics,Accessories,Dell,9140.01,ACTIVE,2025-02-26 08:32:46.286983
P1353,Beds_Product_133,Furniture,Beds,Zen,18790.16,BAD_STATUS,2025-01-21 22:52:12.286983
P1148,Womens_Product_120,Clothing,Womens,Logi,21173.13,INACTIVE,2023-04-07 06:58:38.286983
P1045,Accessories_Product_92,Electronics,Accessories,Ikea,27209.48,INACTIVE,2023-09-26 13:20:55.286983
P1232,Mobiles_Product_54,Electronics,Mobiles,Ikea,41073.31,ACTIVE,2025-08-31 19:26:06.286983
P1039,Chairs_Product_142,Furniture,Chairs,Ikea,30263.21,BAD_STATUS,2024-05-05 14:54:19.286983
P1394,Footwear_Product_94,Clothing,Footwear,Nike,16214.06,ACTIVE,2025-06-15 06:07:42.286983
P1365,Footwear_Product_75,Clothing,Footwear,HP,1865.61,ACTIVE,2023-03-01 06:47:14.286983
P1075,Accessories_Product_39,Electronics,Accessories,Puma,13200.24,ACTIVE,2023-04-04 00:29:34.286983
P1404,Tables_Product_173,Furniture,Tables,Logi,32567.1,INACTIVE,2024-06-30 13:52:28.286983
P1368,Accessories_Product_33,Electronics,Accessories,Nike,3304.46,ACTIVE,2024-06-05 21:51:17.286983
P1104,Computers_Product_177,Electronics,Computers,Zen,49389.44,INACTIVE,2024-10-27 15:25:47.286983
P1158,Accessories_Product_9,Electronics,Accessories,Zen,,ACTIVE,2023-07-14 11:39:50.286983
P1414,Beds_Product_106,Furniture,Beds,Logi,49597.08,INACTIVE,2025-08-03 19:01:31.286983
P1182,Mens_Product_184,Clothing,Mens,Zen,29971.54,INACTIVE,2024-08-15 16:22:30.286983
P1019,Essentials_Product_102,Groceries,Essentials,Zen,10052.88,INACTIVE,2024-03-31 21:09:04.286983
P1174,Mens_Product_54,Clothing,Mens,Levi,6546.37,INACTIVE,2024-03-15 03:30:14.286983
P1097,Beds_Product_36,Furniture,Beds,Zen,,INACTIVE,2025-05-02 03:27:42.286983
P1115,Chairs_Product_49,Furniture,Chairs,Levi,10524.46,ACTIVE,2023-04-24 21:36:25.286983
P1477,Computers_Product_155,Electronics,Computers,HP,35457.68,ACTIVE,2025-06-11 23:45:31.286983
P1331,Womens_Product_69,Clothing,Womens,Logi,36257.92,ACTIVE,2025-04-02 08:28:39.286983
P1134,Mobiles_Product_119,Electronics,Mobiles,Nike,30882.49,INACTIVE,2024-08-13 22:49:19.286983
P1074,Womens_Product_154,Clothing,Womens,SoundMax,35376.42,INACTIVE,2026-01-07 22:08:36.286983
P1408,Womens_Product_155,Clothing,Womens,SoundMax,8301.31,ACTIVE,2024-12-05 14:08:16.286983
P1317,Fruits_Product_138,Groceries,Fruits,Ikea,35719.79,ACTIVE,2025-07-22 19:12:18.286983
P1063,Mobiles_Product_179,Electronics,Mobiles,Dell,46332.09,INACTIVE,2024-07-21 11:23:26.286983
P1259,Womens_Product_199,Clothing,Womens,HP,41678.1,ACTIVE,2024-02-25 16:28:07.286983
P1194,Accessories_Product_129,Electronics,Accessories,Puma,29196.46,ACTIVE,2023-04-26 02:38:35.286983
P1424,Tables_Product_4,Furniture,Tables,HP,29045.76,BAD_STATUS,2023-07-31 05:28:00.286983
P1142,Beverages_Product_18,Groceries,Beverages,HP,19167.85,ACTIVE,2025-09-21 14:24:22.286983
P1491,Beds_Product_73,Furniture,Beds,HP,28718.47,ACTIVE,2025-07-11 03:59:01.286983
P1108,Beverages_Product_154,Groceries,Beverages,Logi,47557.97,INACTIVE,2024-07-15 01:03:18.286983
P1450,Essentials_Product_103,Groceries,Essentials,Nike,41675.0,INACTIVE,2025-12-06 06:24:55.286983
P1466,Mens_Product_97,Clothing,Mens,HP,43259.47,ACTIVE,2023-05-22 00:08:13.286983
P1147,Computers_Product_156,Electronics,Computers,Logi,13807.21,INACTIVE,2024-09-10 03:46:15.286983
P1398,Beds_Product_86,Furniture,Beds,SoundMax,904.84,ACTIVE,2024-09-13 00:53:31.286983
P1388,Womens_Product_112,Clothing,###,Logi,24817.7,INACTIVE,2024-12-13 20:34:37.286983
P1109,Beds_Product_115,Furniture,Beds,Puma,6924.99,ACTIVE,2024-06-16 17:44:09.286983
P1251,Footwear_Product_51,Clothing,Footwear,Levi,777.55,ACTIVE,2023-02-20 18:38:35.286983
P1313,Beds_Product_50,Furniture,Beds,HP,16347.43,ACTIVE,2024-02-01 17:27:47.286983
P1231,Essentials_Product_100,Groceries,Essentials,Logi,33327.65,INACTIVE,2025-05-26 02:56:32.286983
P1092,Tables_Product_179,Furniture,Tables,HP,24922.95,INACTIVE,2023-09-15 17:15:49.286983
P1073,Footwear_Product_49,Clothing,Footwear,Logi,1950.01,BAD_STATUS,2023-10-22 11:39:29.286983
P1020,Beverages_Product_97,Groceries,Beverages,Dell,49119.66,ACTIVE,2025-02-28 14:20:27.286983
P1418,Footwear_Product_23,Clothing,Footwear,Ikea,786.05,BAD_STATUS,2024-03-17 12:38:58.286983
P1133,Womens_Product_156,Clothing,Womens,Puma,33168.82,INACTIVE,2024-12-25 16:57:11.286983
P1015,Tables_Product_6,Furniture,Tables,Puma,29967.62,INACTIVE,2023-04-20 20:54:23.286983
P1468,Computers_Product_118,Electronics,Computers,HP,21440.93,ACTIVE,2025-11-29 14:22:14.286983
P1494,Beds_Product_78,Furniture,Beds,Ikea,12377.89,ACTIVE,2024-12-13 17:06:27.286983
P1076,Beds_Product_24,Furniture,Beds,Nike,45124.8,INACTIVE,2023-05-26 14:00:34.286983
P1074,Mobiles_Product_124,Electronics,Mobiles,Nike,29944.01,INACTIVE,2023-12-28 20:07:23.286983
P1296,Tables_Product_13,Furniture,Tables,Levi,29927.74,INACTIVE,2025-09-05 00:28:30.286983
P1211,Mobiles_Product_146,Electronics,Mobiles,Zen,47949.68,INACTIVE,2023-08-27 01:49:40.286983
P1170,Footwear_Product_142,Clothing,Footwear,SoundMax,42528.82,ACTIVE,2025-05-30 07:40:59.286983
P1254,Computers_Product_115,Electronics,Computers,Logi,43082.44,INACTIVE,2023-12-22 12:19:17.286983
P1097,Beverages_Product_60,Groceries,Beverages,Zen,46176.39,INACTIVE,2023-10-28 07:09:37.286983
P1314,Footwear_Product_80,Clothing,Footwear,Puma,28638.67,ACTIVE,2025-05-30 00:14:47.286983
P1156,Computers_Product_11,Electronics,Computers,HP,39030.45,ACTIVE,2023-08-22 14:45:02.286983
P1176,Tables_Product_141,Furniture,Tables,Dell,8275.68,INACTIVE,2025-01-21 11:25:53.286983
P1037,Chairs_Product_192,Furniture,Chairs,Logi,20968.89,ACTIVE,2024-07-25 19:57:26.286983
P1078,Beverages_Product_2,Groceries,Beverages,HP,37813.88,INACTIVE,2025-11-03 03:21:49.286983
P1046,Womens_Product_66,Clothing,Womens,SoundMax,13223.89,ACTIVE,2025-10-10 06:25:37.286983
P1364,Footwear_Product_197,Clothing,Footwear,Levi,6385.76,ACTIVE,2024-10-16 21:40:32.286983
P1175,Footwear_Product_17,Clothing,Footwear,Levi,37333.01,ACTIVE,2025-10-15 15:04:10.286983
P1489,Tables_Product_18,Furniture,Tables,HP,20446.56,ACTIVE,2025-11-17 06:48:14.286983
P1046,Mens_Product_47,Clothing,Mens,Puma,3704.77,INACTIVE,2023-11-18 20:56:49.286983
P1440,Accessories_Product_140,Electronics,Accessories,Dell,41891.44,ACTIVE,2025-01-15 21:23:08.286983
P1455,Fruits_Product_89,Groceries,Fruits,Ikea,28688.81,INACTIVE,2024-05-20 00:14:26.286983
P1316,Beverages_Product_183,Groceries,Beverages,Zen,36387.64,INACTIVE,2024-04-30 11:39:21.286983
P1124,Computers_Product_76,Electronics,Computers,Nike,9258.88,ACTIVE,2023-10-31 00:41:40.286983
P1036,Beverages_Product_18,Groceries,Beverages,Nike,28309.93,ACTIVE,2025-05-14 15:16:41.286983
P1131,Tables_Product_111,Furniture,Tables,Logi,18463.07,BAD_STATUS,2025-01-02 03:08:26.286983
P1149,Accessories_Product_79,Electronics,Accessories,SoundMax,2008.71,ACTIVE,2024-03-15 08:07:22.286983
P1492,Accessories_Product_104,Electronics,Accessories,Levi,48831.96,INACTIVE,2024-03-31 01:35:59.286983
P1340,Fruits_Product_9,Groceries,Fruits,Logi,3080.0,ACTIVE,2024-05-16 07:15:27.286983
